Timestamp,LNG_before_optimized,Delta,311F003.PNT,final_LNG_optimized,315FC005.MEAS,315FC011.MEAS,315FC012.MEAS,315FC013.MEAS,315FC020.MEAS,315FC021.MEAS,315FC022.MEAS,315FC026.MEAS,315FC750.MEAS,315FC031.MEAS,315FC751.MEAS,312FQ011.MEAS,314FC753.MEAS
2022-01-05 16:00:00,4941.845,332.7638202,5534.746419,5105.48999485724,16.04205354,0.0,18.10264985,0.01046875,0.000303711,-4.321303606,0.0,0.0,45.22713979,55.2834816,20.91567898,0.751204673,63.97279358
2022-01-05 17:00:00,4941.398,290.4517037,5471.163249,5100.860511312136,16.51159509,0.0,10.4214228,0.007851563,0.0,-4.304357529,0.0,0.0,21.76298468,52.7744077,28.33569908,0.602957839,63.00059509
2022-01-05 18:00:00,4971.7646,363.66063,5546.36613,5213.474210022742,15.56232325,0.0,10.8102932,0.010250651,0.0,,0.0,0.0,18.59213061,54.68733088,21.7201794,0.74158597,63.00059509
2022-01-05 19:00:00,4962.8545,347.0919741,5519.795247,5083.319775148594,15.38910262,0.0,11.5666604,0.009378255,0.0,,0.0,0.0,15.5228637,52.67221006,14.30281941,0.614643758,63.00059509
2022-01-05 20:00:00,4955.017,319.3014904,5498.18099,5196.270754617693,16.71097755,0.0,10.99873066,0.008069662,0.0,,0.0,0.0,14.8767024,52.41671689,17.2468915,0.312384388,63.00059509
2022-01-05 21:00:00,4944.5293,361.3754925,5516.666992,5140.761077153069,16.62395382,0.0,13.03468466,0.010250651,0.0,-4.30832688,0.0,0.0,11.89653212,43.06042671,19.18567038,0.000196875,63.00059509
2022-01-05 22:00:00,4928.1553,383.3009676,5483.51416,5215.178406375635,15.59509484,0.0,10.04083999,0.008069661,0.0,-4.325883865,0.0,0.0,-0.081602868,40.79243215,9.034339358,0.000253125,31.66771653
2022-01-05 23:00:00,4959.9727,393.0934978,5468.725505,5201.822960570123,16.76922274,0.0,0.000218099,16.71706704,0.0,-4.299166679,0.0,0.0,9.002961372,37.52212016,7.709905823,0.373668779,0.499420851
2022-01-06 00:00:00,4949.4766,301.8451135,5406.808187,5142.071478708132,15.24934212,0.0,0.000218099,13.30338255,0.0,,0.0,0.0,3.538067239,37.58632088,38.81680806,0.808706286,0.499420851
2022-01-06 01:00:00,4958.2427,310.6738019,5410.992757,5154.632346612266,15.90311925,0.0,0.000654297,7.967373155,0.0,-4.296113253,0.0,0.0,-0.045797528,37.36096319,55.26185862,0.741614095,0.499420851
2022-01-06 02:00:00,4950.119,394.3095141,5490.868001,5199.9482620217095,15.86690537,0.0,13.18059285,0.006979167,0.0,-4.250312328,0.0,0.0,4.011030584,42.01224772,22.44223499,0.0,0.499420851
2022-01-06 03:00:00,4955.1733,331.286898,5423.871989,5164.391380608157,15.73637009,0.0,13.493783,0.009814453,0.0,-4.32244873,0.0,0.0,18.0100859,41.00861867,13.44379894,0.0,0.499420851
2022-01-06 04:00:00,4959.293,333.0335766,5435.898031,5143.635259091921,15.71282434,0.0,4.337988427,0.007415365,0.0,-4.290617371,0.0,0.0,27.33279729,45.92981021,21.04998414,0.0,0.499420851
